message,sentiment
watching wing game mallies friends!,1
follow me.,-1
???????! ????? ????????? - ?? ?????? ?? ????? ??????) ???? ???? ???? ? ???????? ???? - ??????? ????? ? ?????????!),1
thanks,1
@ work....boyz make sick..,-1
change yours!,1
doctor wif kay haha shit as day crap,-1
since late drinking. good time,1
happy wing 2-0 never thought would happen. happy mean,1
"okay, bad mood. creativeness go?",-1
!! mr labeouf ... hamanahah,1
"oh well, yeah, fault live awesome place!",1
good see here! stoked another great night put guys!,1
want one bad get one ?? (:,-1
"got grown cocktail evening...started lighter fluid, champers, wonderful sorbet-esque daiquerie",1
two shift today,-1
"computer ... . . . . . . *ill* lol, fuckin goin portugal",-1
thanks followfridays,1
need vent!,1
"yes! are! hey, thanks listening!!!",1
"internet tonight (timber, call w/ time arrive house!",-1
someone send twitter see works.,1
mad busy work....which kind good thing time flying,1
hope every one good day,1
hahaha practising day today then? stalling maybe... 20 time rather 40?,1
"sound good maybe player quotes, photo etc living wa atm would love bit piece ady sun",1
woman wear revealing fit look say what!!!! wtf cover wornt fcuking look tit,-1
thanks updates. tweet final score...i see a.m. cheers! p.s. jetlag stink,1
flight san fran delayed 1 hour airport rock.,-1
"eh wit!? £2,000! fuck that! good! though ? miss it, still goin late lol :$",1
hello 573 follower igot really sleeping lol,1
disadvantage laptop porch. fruit fly bourbon.,-1
"wise guy relaxing. excited picking kid 5 hour hilton head island, sc",1
myspace facebook twitter?!,-1
getting bed lol ....lucky got sun,-1
waitin' spiz'ikes,1
sfo... boarding plane...still sick. maybe recycled air make feel better.,-1
look like sun got hat,1
also. seed chucky fully randy. watching also. love late night movies. sound xxx. soz,-1
tired... subway later :] call/txt,1
"ohh, weird o_o hopefully new version works! reason, minimize tray though",-1
phone back pittsburgh go,-1
woah fucking nut thrift store right now! got awesome white skirt destroy 2moro,1
blah feel blah today!!! much hate going around!!!,-1
aww guy cute! &amp; miss mommy,-1
"k love muffin mii routine, buh byeeeeeee!",1
"tummy hurt going bed, got get early. yaayyy band camp.",-1
"spending last night kauai pineapple juice, hill good friends.",1
would available mac yet,-1
", graduating tomorrow",-1
stephy make rain go away pleaseee,-1
going pub,-1
"goodnight tweeps! cannot stop thinking , love them! xoxo buh bye!",1
"nothing official, looking like may end singapore. keep everyone posted. watch space, buy junk",1
nah. dangerous crazy.,1
awww poor tina!it really shoot took couple shot chyeah alright super tired well ghah,-1
going bed like 12 here. lol.,1
pheening ice cream snicker hear ice cream man,1
getting ready yasmins.. ready go.. yasmins dog attack make leg bleed,-1
awww lol funny . .. never cheated test lol scared,-1
pulling studio film &quot;so close&quot; music video,1
long day... looking fwd hell week,-1
want mcfly brazil again. aaw,-1
pic ill lookin straight camera like eyeliner seruous face black clothes,1
state black male damn shamble hopefully twttr fam n baby bro's let giving bm's one shot,-1
concert ticket cannot go another state,-1
much &lt;3 chapman nsac team dc - bring home ya'll!!!,1
"great, something wrong again. ughh... :'-( sorry...",-1
"know myself, depends see leisurely theory working class?",1
irish exam feeling good one!,1
whose going buy drink? (can reply bitch!) cannot get song head!,1
"ok, let twitpic couple nice pic japan, lucky you! wud love go one day",1
$21 left happened $90?,-1
great support friend passion thing love. feel good... love guy back...,1
found it! someone moved it! haha,1
funny. sorry you! nothing it. cannot wait chat soon. rush.,-1
is...positively awful.,-1
"miss people portland.: mike, nathan, isaac, syoma, newark, niki, works! hope beautiful time",1
cannot sleep,-1
"finally movie wedding videographers: video guys, check trailer",1
"last london trip, sad going grand though",-1
nothing hour,-1
morning lot study xam 2mrw something related neural networks. hv find wat tat,-1
"getting nostalgic &quot;snap, crackle, pop!&quot; rice crispies!",1
gm griffith. avi make smile every time see it. hope sun find soon,1
"good morning, love twitter. much info!! great day. beautiful sunshine am. day surgery. food! happy)",-1
hahaha.... window dumbest all... hopes.... glad ubuntu community work,1
"dr called, something wrong liver said drink take kind med month retest",-1
mornin kila! nothing dramafilled mornin!,1
"ha 12 here, brrrr ha",1
lalala watching extremely old blink-182 dvd haha quite lol,1
sushi today -,-1
"haha, it. work falling apart?",-1
early youngest nephew... ) love 2 year old intelligent... mention adorable,1
still looking ipod,-1
[-o] bored shit! wish going atl,-1
"heya, watching criminal minds, love show, repeat 2night like episode xoxox",1
"allergy today, wind turned humid south dry north, otherwise nice... last row shawl do...",1
"haha mr.muscle ad badly over-dubbed. night now, eye hurt!",-1
"phoneee fer agesss,,, ily boy he ranting butterfly hahahaa",1
really feel good anymore [[his&lt;3]],-1
going get snocones.....they way cooler wait happy hour!,1
fun rooselll zach say taste better chikkin... apparently suplused name (that time meant surpassed),1
cannot wait november jobros concert ! examination,-1
right?! new music?! whaaaat?!,1
trying find nice holiday september decent bloody price! easy,-1
"start blog, detailed guide newbie , take look useful guy",1
"everyone going crazy iphone new software released today! haha, poor lil ipod touch?",-1
needed that. blog looking at? also trying wait patiently iphone held host ...,-1
full.. love taiwan cafe,1
saw commercial chuck e cheeses. years.,-1
scuff half lasagne,-1
ok love iam going sleep say iam twitterin much lol- talk l8rz-love ya much- good night*,1
yeah added bunch book goodreads since librarything book limit friendfeed sucked posted.,-1
another loss canucks... oh why?,-1
got timeeeeee world make mineeee. (time could used sleep. ),-1
miss husband leaving greenville tomorrow,1
"omg,i know readathon about,i idea event...i wish cud known earlier &amp; participated!",-1
good morning! nice guys! yep every penny coffee sale today go towards camp fund!,1
"wow, shall ensure innocence preserved, hoebag",1
team matsuflex slap wristband friday! yes fun one used play younger!,1
sick--or allergytastic (not sure which!)--just time miss saigon auditions. splendid.,-1
beerpong partner cali,-1
getting white haha. get warranty,-1
friend threadless: introducing twitter tees. would cooler could add twitter name,1
torn two tv stand,-1
here!!! getting rediculous! miss getting rediculous amount text abbi via twitter.,-1
gorgeous day,1
do! though turn drive yet,1
safety dance - men without hat,1
přestal mi fungovat airport v mb. youž 2 hodiny řeším bojím se že budu muset koupit nový. měsíc po konci záruky...fakt super,-1
bit tired liking. neeeed bed fast,-1
thinking great friend special thought special people .,1
- aspire,1
festival d'italiano con mi mama oggi! first watching saved bell straightening hair!,1
thank followfriday,1
promise promises. know. :/ kind sucks.,-1
talking friend bout sad day,-1
sad. sunday night again.,-1
isplayer died! sorry,-1
coming sydney october...we go dancing,1
others tinked told g'morning thought would go ahead tell well.,1
. going spend money,-1
fun night abby's graduation party katie's friends! goin bed eventually... church mall ga!,1
good news reported good news?,1
nm hype,1
still downloading songs!!!,1
idea!!! glad figured out!!,1
"done walk, registaring college class going bank &amp; recruiter",1
wish twitter worked phone france,-1
preparing one day caneiros poço da pedra (,1
home bored hungry lol,-1
hey fellow trojan..congrats graduation.,1
- postcard miss tindall bought everyone souvenir,1
idea lossy text compression? convert another language shorter word less unique character normal compression,-1
"feel great see 3.5g status phone screen! yup 3g h finally arrivd, thanx mtnl(irony)..pity cannot use iphone",-1
unbelievable quickly life change phone call,-1
rocket surgery hey? haha thought rocket science? oh.. all.. knew swear. thank,1
sound like good time,1
got home orlnado hate home! go school mom said yay! chillin computer day!,1
lost game,-1
still going visiting u,-1
erin *not* coordinate blue host recommendatio! wp teacher early b/c nocturnal cat.,1
voted,1
thank beary much 4 nice wrds (blushie) ♥,1
gay kickback. god want go home bad right now.,-1
would mindliving ny haha,-1
: invited....you 4got love us?,-1
"today laziest, sleepin-innest, cuddly day evar!!! movie night!",1
yes webinar soon twitter discussing create twitter background,1
random fact me: outfit cost car. watch cost car. sad.,-1
assassin creed 2 trailer=epic amazement!!!!!!,1
missing everything,-1
good morning twiggas! day already business!! yoga bomb too!! lot smiles...,1
gave trying finish paper lol. put double-time tomorrow,1
wondering whether would progress? hope ok! long now!! exciting!!,1
"thinking &quot;how rich &amp; famous?&quot; enjoy life... know want to, easier said done",-1
knew kidding. afraid getting addicted yet another site. lol,1
know,-1
roflmfao.....you funny! thanks smile,1
guy go again!,1
sad,-1
check our!,1
"hope dizzee, take pic sky",-1
depends like tinkering machine. need it.,1
respect yes especially whole sub department,1
wish go watch movie miss youu sisssterrrrr...,-1
quinton. . .its gurl bethany!! follow me!!,1
builder informed u r taking month catering festival! happen glastonbury,-1
"yeah, falling suck wish could ride more.",-1
"went beach today, despite wearing sunscreen, red nose",-1
haha. know! hahahaha funny.,1
sun sun sun! bad cannot enjoy watchin gilmore girls....,-1
"love that, awesome",1
alone saturday night,-1
life go taking care shit stats! graduate us!,1
will. huge &quot;i love revvell&quot; kick right now. adorable way talk you!,1
first meal new place,1
"torn right now. go passion, security?",-1
defying gravity wicked! listened long. brings back awesome old memories.,1
feeling bit better today yesterday still sore x,-1
blah! asleep today's 10 rehearsal want too! &gt;.&lt; hehe sleepy want wake early!,-1
idea medium production class,-1
turn ac may either june help it...and agree screens...we half missing.,-1
testing; je twitte - tu twittes - il twitte - nous twittons - vous twittez - il mangent,1
"maybe student last night wanted like guy: stick stuff nose, too.",1
nothing going bring,1
cannot wait get laptop go north sun day beach,1
jolt... awake...just another wednesday....,-1
check tiffanycouture.fansites.me since already!,1
injured knee,-1
"3,144 word later, bedtime",1
fell love axolotl again. going home today. broke key laptop. gutted. &quot;you&quot; key,-1
email make sad panda,-1
yay last exam done! got 20 week sod,1
"window??? .... yea, would snapped 2!!!",-1
woke ever thought something else sleeping?,1
send hello hope day great must retweet you...hugs!!!,1
cannot get in- bandwidth exceeded,-1
há rock!,1
aww pic sooo cute! ...nopeeee...okay sound like plan haha,1
"gotten money, employer, know means, hand hand others",-1
t^t stuck home!!,-1
"amm! stuff school!!!!!!!! short stack important, cannot wait !! &lt;3 xxx",1
like storms.,-1
lacking creative juice english exam,-1
"hyper, heart beating fast, waiting eyeball explode. ice cream &quot;be good&quot; today",-1
"stalk twitter? need demonstrate, asking purely educational reasons.",1
going... hello everyone!,1
feeling xtra beautiful morning...yaaay,1
thebirthday ended badly alone bar,-1
