sentiment,text,label
positive,Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,1
negative,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,-1
negative,"adenine irregular lay-offs implement result has will company , As decided . fixed-term it the",-1
positive,0.50 stretch divvy up per earnings rose from 3.68 EUR EPS to ( . EUR ),1
negative,55 workers in +_m+_l will be affected by the close-down .,-1
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,-1
positive,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",1
positive,0.44 it personnel casualty versus turned ) ( . in 2.26 per of share also EUR per earnings EUR of share EPS,1
negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,-1
negative,The measures result from decreased demand in technical design and product information .,-1
positive,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",1
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",-1
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,-1
negative,"to fall from EUR 2008 165.5 manganese fourth fourth the of In 2007 quarter net mn of in sales 121.4 . quarter the EUR ,",-1
negative,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",-1
positive,"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",1
negative,pussyfoot The because sufficiency it been was - for Web being to them nefarious move hack surfers extra had over on clicked tweets without cursors activated their the .,-1
negative,"powerless be sir thomas more left customers . 14,000 than",-1
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,-1
positive,the to play along besides via to of Bilbao Helsinki the Finnlines Hull and from service that recent this He and Helsinki mentions Petersburg improvement from St. service . Antwerp via the expansion,1
negative,"2007 the . 2,300 market-financed of whole keep company is from the of in Finnish to start-ups 2,700 announced number reducing residential about YIT previously construction",-1
positive,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,1
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",-1
negative,", utilize . concord reactive marketing inconsistent 's Raisio food to and Laavainen to be",-1
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,-1
positive,4 feed consecutive positive quarters . generated Cash of has UPM-Kymmene Free,1
positive,"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",1
negative,"past . ilx imports , of fell % 16.7 % goods and Exports by",-1
negative,information technology net income for whole company 2009 expects to remain below 2008 the The the sales level .,-1
negative,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,-1
positive,"retrieval take There increased of prices for demand the China in , base and metals been some however metals .",1
negative,"1.6 manganese minnesota Profit EUR the quarter 1.1 the 2008 period in third of for , totalled from . down EUR",-1
negative,2007 47.7 euro $ to euro mln down pat web Lassila ( waste $ L&T for cleaning Tikanoja ) 2006 profit mln ) for 32.2 ) mln mln . and group ( went 35.3 52.3 & ( Oyj management from Finnish,-1
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",1
positive,"Heathrow sphere betwixt a Japan the Finnish won in in flights official the airline London the well Manchester for deal Osaka be Helsinki to and public UK airline , in UK as . Finnair to Finland flights has with as from",1
negative,"aside inward outside sales , Finland % % January in 10.5 . Finland Sales decreased by dropped 17 while",-1
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",-1
positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",1
negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",-1
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",-1
negative,"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",-1
negative,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",-1
positive,The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,1
negative,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",-1
positive,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",1
negative,.2 pretermit to EUR0 EUR0 . EPS from .3,-1
negative,"meanwhile drip sales 30.6 , report million million The to EUR from to period 's today , according 38.3 released the . EUR",-1
negative,More than a third of the original participants dropped out due to nausea and other side effects .,-1
negative,lakshmi . executive director Mittal ArcelorMittal cut output Officer some already furnaces at Chief has,-1
positive,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",1
negative,"finland disconfirming case the be . , effect this In would in",-1
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,-1
negative,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",-1
negative,"publish red DnB , , Swedbank in 1.35 near had . Latvia Nordic meltdown excess SEB sizable banks $ off with of Nordea in in combined already Latvia the and to NOR 2010 of backdrop to in have 2007 , billion against economic period reporting loans a",-1
negative,from post meridiem of the cohere . around cut ice Kapellskar Turku Wednesday to Thursday already from in en a.m. and northwestern got SeaWind Estonia Paldiski the was Finnish route on that port on journey at of Swedish in Stockholm port 2 Star short to Regal the 4 The was 's,-1
negative,"The geological period billion was ) taxes 37.5 result EUR 's - Group sales . 48.2 and loss 1-9/2008 of before -3.5 were ( million million , EUR +1.2 ) a EUR during ( the",-1
negative,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",-1
positive,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",1
negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,-1
negative,". of 1,600 antecedently pass on Konecranes estimated employees 2009 an about on has group reduction level in",-1
negative,benefit tues a company ( on financial . Corporation RUTAV warning Raute for 23 Helsinki the OMX Finnish September 2008 technology ( issued ) year : ),-1
negative,process kingdom of norway TEL the TLSN estimates term for of Norwegian 's are short in : March Telenor there : STO ASA TeliaSonera 17 and negative the - 2011 's prospects that . Sweden Goldman mobile Sachs OSL AB,-1
